Provider_N,Location,County,Address,City,State,Zip,MailingAdd,MailingCit,MailingSta,MailingZip,Email,Phone,LicenseCap,Operation_,Operatio_1,Hours_Open,Hours_Clos,Infant_0_T,Toddler_13,Preschool_,Pre_K_Serv,School_Age,Ages_Other,Accepts_Ch,Has_Evenin,Has_Drop_I,Has_School,Has_Transp,Has_Tran_1,Has_Cacfp,Accreditat,Program_Ty,Provider_T,Exemption_,Available_,Funded_Pre,QR_Partici,QR_Rated,QR_Rating,Region,addrstatus,addrtype,addrlocat
CCLC-35601,Childcare Network #219,Muscogee,1810 Floyd Rd.,Columbus,GA,"31907",1810 Floyd Rd.,Columbus,GA,"31907",cni219@childcarenetwork.com,(706) 568-6655,"188",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.4777885,-84.89810890000001"
CCLC-1471,Childcare Network #22,Chatham,350 Johnny Mercer Boulevard,Savannah,GA,"31410",350 Johnny Mercer Boulevard,Savannah,GA,"31410",cni22@childcarenetwork.com,(912) 897-0085,"103",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",SE,OK,ROOFTOP,"32.016172,-80.97984"
CCLC-35602,Childcare Network #220,Lowndes,519 St. Augustine Rd.,Valdosta,GA,"31601",519 St. Augustine Rd.,Valdosta,GA,"31601",cni220@childcarenetwork.com,(229) 242-7089,"144",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,SE,OK,ROOFTOP,"30.8345737,-83.3137574"
CCLC-35603,Childcare Network #221,Dougherty,306 Baldwin Dr.,Albany,GA,"31707",306 Baldwin Dr.,Albany,GA,"31707",cni221@childcarenetwork.com,(912) 888-5603,"140",JAN FEB MAR APR MAY JUN JUL SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,SW,OK,ROOFTOP,"31.5820114,-84.1864118"
CCLC-35604,Childcare Network #222,Houston,2526 Moody Rd.,Warner Robins,GA,"31088",2526 Moody Rd.,Warner Robins,GA,"31088",cni222@childcarenetwork.com,(478) 922-7572,"142",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.5755067,-83.6229953"
CCLC-35605,Childcare Network #223,Houston,209 Corder Rd.,Warner Robins,GA,"31088",209 Corder Rd.,Warner Robins,GA,"31088",cni223@childcarenetwork.com,(478) 922-9918,"141",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.6154317,-83.64702079999999"
CCLC-35606,Childcare Network #224,Muscogee,4719 Warm Springs Rd.,Columbus,GA,"31909",4719 Warm Springs Rd.,Columbus,GA,"31909",cni224@childcarenetwork.com,(706) 563-0829,"177",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,05:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",SW,OK,ROOFTOP,"32.5256959,-84.9148907"
CCLC-35607,Childcare Network #225,Muscogee,3643 Weems Rd.,Columbus,GA,"31909",3643 Weems Rd.,Columbus,GA,"31909",cni225@childcarenetwork.com,(706) 327-8153,"157",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,05:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.539995,-84.93412579999999"
CCLC-35609,Childcare Network #227,Bibb,524 Pine St.,Macon,GA,"31201",524 Pine St.,Macon,GA,"31201",cni227@childcarenetwork.com,(478) 746-9927,"190",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,19:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SW,OK,ROOFTOP,"32.831753,-83.63134199999999"
CCLC-35610,Childcare Network #228,Bibb,4971 Sheraton Dr.,Macon,GA,"31210",4971 Sheraton Dr.,Macon,GA,"31210",cni228@childcarenetwork.com,(478) 474-8829,"106",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,SW,OK,ROOFTOP,"32.9253353,-83.7088294"
CCLC-35613,Childcare Network #229,Cobb,2265 Cooper Lake Road SE,Smyrna,GA,"30080",2265 Cooper Lake Road SE,Smyrna,GA,"30080",cni229@childcarenetwork.com,(770) 435-3165,"196",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.8536326,-84.4942773"
CCLC-48324,Childcare Network #23,Columbia,246 Rose Street,Martinez,GA,"30907",246 Rose Street,Martinez,GA,"30907",cni23@childcarenetwork.com,(706) 863-2158,"177",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.5074295,-82.08812209999999"
CCLC-35614,Childcare Network #230,Bibb,5905 Houston Rd.,Macon,GA,"31206",5905 Houston Rd.,Macon,GA,"31206",cni230@childcarenetwork.com,(478) 781-8532,"156",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",SW,OK,ROOFTOP,"32.7388695,-83.6769358"
CCLC-35615,Childcare Network #231,Rockdale,1395 Flat Shoals Rd.,Conyers,GA,"30013",1395 Flat Shoals Rd.,Conyers,GA,"30013",cni231@childcarenetwork.com,(770) 922-1903,"147",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",CE,OK,ROOFTOP,"33.6376388,-84.00108379999999"
CCLC-35616,Childcare Network #232,Richmond,3615 Wheeler Rd.,Augusta,GA,"30909",3615 Wheeler Rd.,Augusta,GA,"30909",cni232@childcarenetwork.com,(706) 868-8285,"219",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.4840901,-82.0869702"
CCLC-36261,Childcare Network #233 B,Bibb,7017 Price Road,Macon,GA,"31220",7017 Price Road,Macon,GA,"31220",cni233@childcarenetwork.com,(478) 471-6494,"198",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"3",SW,OK,ROOFTOP,"32.8507902,-83.7584645"
CCLC-36308,Childcare Network #235,Henry,655 Strickland Rd.,Locust Grove,GA,"30248",655 Strickland Rd.,Locust Grove,GA,"30248",CNI235@childcarenetwork.com,(706) 898-9500,"235",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",SW,OK,ROOFTOP,"33.3737477,-84.2056874"
CCLC-1473,Childcare Network #24,Richmond,2131 Wrightsboro Rd.,Augusta,GA,"30904",2131 Wrightsboro Rd.,Augusta,GA,"30904",cni24@childcarenetwork.com,(706) 733-0780,"179",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.4676585,-82.0140186"
CCLC-37337,Childcare Network #241,Rockdale,2130 Bridgestone Business Pkwy,Conyers,GA,"30012",2130 Bridgestone Business Pkwy,Conyers,GA,"30012",cni241@childcarenetwork.com,(678) 374-5410,"205",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",CE,OK,ROOFTOP,"33.6759236,-83.9790146"
CCLC-37556,Childcare Network #243,Gwinnett,54 Towler Road,Lawrenceville,GA,"30046",54 Towler Road,Lawrenceville,GA,"30046",cni243@childcarenetwork.com,(770) 513-4359,"230",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",NE,OK,ROOFTOP,"33.9427306,-84.0133135"
CCLC-37750,Childcare Network #245,Gwinnett,405 Dacula Rd.,Dacula,GA,"30019",405 Dacula Rd.,Dacula,GA,"30019",cni245@childcarenetwork.com,(770) 995-7660,"254",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",NE,OK,ROOFTOP,"33.9980831,-83.9034063"
CCLC-37885,Childcare Network #250,Columbia,4689 Hardy McManus Road,Evans,GA,"30809",4689 Hardy McManus Road,Evans,GA,"30809",CNI250@childcarenetwork.com,(706) 364-4216,"175",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.5787487,-82.1491374"
CCLC-37886,Childcare Network #251,Henry,700 Flippen Road,Stockbridge,GA,"30281",700 Flippen Road,Stockbridge,GA,"30281",cni251@childcarenetwork.com,(770) 464-5403,"221",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"88","88",TRUE,TRUE,"3",SW,OK,ROOFTOP,"33.5300199,-84.2476768"
CCLC-38195,Childcare Network #252,Houston,1201 North Houston Rd.,Warner Robins,GA,"31093",1201 North Houston Rd.,Warner Robins,GA,"31093",cni252@childcarenetwork.com,(478) 929-1395,"256",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",SW,OK,ROOFTOP,"32.6452945,-83.64190889999999"
CCLC-38278,Childcare Network #254,Chatham,101 Westside Blvd,Pooler,GA,"31322",101 Westside Blvd,Pooler,GA,"31322",cni254@childcarenetwork.com,(706) 256-5475,"338",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,SE,OK,RANGE_INTERPOLATED,"32.1040501,-81.2237549"
CCLC-38783,Childcare Network #266,Carroll,1151 Rome Street,Carrollton,GA,"30117",1010 Houston Road,Warner Robins,GA,"31093",cni266@childcarenetwork.com,(770) 834-0009,"119",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:15:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.59473699999999,-85.0785782"
CCLC-39098,Childcare Network #267,Clayton,1513 McDonough Road,Hampton,GA,"30228",1513 McDonough Road,Hampton,GA,"30228",CNI267@childcarenetwork.com,(770) 471-9980,"158",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.448491,-84.34192139999999"
CCLC-39794,Childcare Network #270,Cobb,3510 Austell Rd. SW,Marietta,GA,"30008",6053 Veterans Pkwy-Building 300,Columbus,GA,"31909",cni270@childcarenetwork.com,(770) 333-5551,"180",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.8680821,-84.5930369"
CCLC-30891,Childcare Network #28,Fulton,3895 Flat Shoals Road,Union City,GA,"30291",3895 Flat Shoals Road,Union City,GA,"30291",cni28@childcarenetwork.com,(770) 969-1744,"164",JAN FEB MAR APR MAY JUN AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",NW,OK,ROOFTOP,"33.5872133,-84.51685289999999"
CCLC-39397,Childcare Network #29,Clayton,6048 West Fayetteville Road,College Park,GA,"30349",6048 West Fayetteville Road,College Park,GA,"30349",cni29@childcarenetwork.com,(770) 996-2333,"193",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.5900213,-84.4467624"
CCLC-46858,Childcare Network #296,Richmond,724 E. Robinson Avenue,Grovetown,GA,"30813",724 E. Robinson Avenue,Grovetown,GA,"30813",cni296@childcarenetwork.com,(706) 842-5153,"170",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.4362082,-82.1785517"
CCLC-1478,Childcare Network #30,Rockdale,1546 Old McDonough Hwy.  SE,Conyers,GA,"30094",1546 Old McDonough Hwy.  SE,Conyers,GA,"30094",cni30@childcarenetwork.com,(770) 922-8389,"109",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.647586,-84.0137013"
CCLC-48377,Childcare Network #309,Paulding,1070 Cedarcrest Road,Dallas,GA,"30132",1070 Cedarcrest Road,Dallas,GA,"30132",cni309@childcarenetwork.com,(678) 574-4898,"225",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR SA,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,FALSE,NA,CW,OK,ROOFTOP,"34.0208527,-84.7683976"
CCLC-1479,Childcare Network #31,Clarke,1145 Cedar Shoals Dr.,Athens,GA,"30605",1145 Cedar Shoals Dr.,Athens,GA,"30605",cni31@childcarenetwork.com,(706) 543-9242,"105",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",NE,OK,ROOFTOP,"33.9272836,-83.3355615"
CCLC-48376,Childcare Network #310,Paulding,94 Highland Falls Blvd,Hiram,GA,"30141",94 Highland Falls Blvd,Hiram,GA,"30141",cni310@childcarenetwork.com,(770) 439-0174,"274",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.9006542,-84.77304699999999"
CCLC-48374,Childcare Network #311,Paulding,124 Ridge Road,Dallas,GA,"30157",124 Ridge Road,Dallas,GA,"30157",cni311@childcarenetwork.com,(770) 459-1128,"244",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"110","110",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.8077319,-84.8874895"
CCLC-48375,Childcare Network #312,Douglas,9315 Conners Road,Villa Rica,GA,"30180",9315 Conners Road,Villa Rica,GA,"30180",cni312@childcarenetwork.com,(770) 456-0777,"126",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.7350384,-84.8800409"
CCLC-50420,Childcare Network #316,Cobb,4833 Baker Grove Rd.,Acworth,GA,"30101",4833 Baker Grove Rd.,Acworth,GA,"30101",cni316@childcarenetwork.com,(770) 975-7770,"147",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"34.0739621,-84.64926109999999"
CCLC-1480,Childcare Network #32,Cobb,2877 Woodruff Dr.,Smyrna,GA,"30080",2877 Woodruff Dr.,Smyrna,GA,"30080",cni32@childcarenetwork.com,(770) 436-4333,"101",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.8823215,-84.48169519999999"
CCLC-33110,Childcare Network #33,Cobb,2090 Lower Roswell Road,Marietta,GA,"30068",2090 Lower Roswell Road,Marietta,GA,"30068",cni33@childcarenetwork.com,(770) 427-9124,"174",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.9484399,-84.49144969999999"
CCLC-38667,Childcare Network #36,Muscogee,353 Farr Road,Columbus,GA,"31907",353 Farr Road,Columbus,GA,"31907",cni36@childcarenetwork.com,(706) 685-2538,"164",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,05:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",SW,OK,ROOFTOP,"32.442694,-84.92469299999999"
CCLC-36981,Childcare Network #4,Muscogee,2805 Hamilton Road,Columbus,GA,"31904",2805 Hamilton Road,Columbus,GA,"31904",cni4@childcarenetwork.com,(706) 256-2239,"167",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,23:59:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"3",SW,OK,ROOFTOP,"32.4897993,-84.98280319999999"
CCLC-1485,Childcare Network #50,DeKalb,2476 Candler Rd.,Decatur,GA,"30032",2476 Candler Rd.,Decatur,GA,"30032",cni50@childcarenetwork.com,(404) 241-5882,"152",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",CE,OK,ROOFTOP,"33.7178892,-84.274337"
CCLC-17693,Childcare Network #89,Lowndes,3584 Mt. Zion Church Road,Valdosta,GA,"31605",3584 Mt. Zion Church Road,Valdosta,GA,"31605",cni89@childcarenetwork.com,(229) 242-1141,"189",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"3",SE,OK,ROOFTOP,"30.8881236,-83.2615144"
CCLC-1490,Childcare Network #9,Muscogee,3009 University Avenue,Columbus,GA,"31909",3009 University Avenue,Columbus,GA,"31909",cni9@childcarenetwork.com,(706) 568-6514,"141",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,05:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",SW,OK,ROOFTOP,"32.492482,-84.9327708"
CCLC-1938,Children Are Special  Inc.,Cobb,110 Smyrna Powder Springs Road,Marietta,GA,30060-5462,110 Smyrna Powder Springs Road,Marietta,GA,30060-5462,casjamiep@aol.com,(770) 433-2252,"35",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CW,OK,ROOFTOP,"33.8849543,-84.5561445"
CCLC-25658,Children Unique-Windsor Spring Road,Richmond,2440 Windsor Spring Road,Augusta,GA,"30906",2440 Windsor Spring Road,Augusta,GA,"30906",yvonne.jones@childrenunique.com,(706) 798-9363,"175",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,04:30:00,00:00:00,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.3972765,-82.05369569999999"
